"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
165,20002,C(C=C[C@@H]1CCCCC1)CC1CCCCC1,8,0,8,0,0,-0.6594,-0.7037,100.00,8,8,100.0,-0.704,-0.598,LOWEST ATTR (INACTIVE): CHEMBL4536617 | SMILES: CC1(C)[C@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.704 | Prediction: 0.047 | MW: 502.7 | LogP: 4.35,HIGHEST ATTR (INACTIVE): CHEMBL4588483 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C([N+](=O)[O-])C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.598 | Prediction: 0.023 | MW: 637.8 | LogP: 5.92,,
166,28769,C1=NC(N[C@@H]2CC2)=C2N=NN([C@@H]3CCCC3)C2=N1,8,0,8,0,0,-0.6516,-0.7138,100.00,8,8,100.0,-0.714,-0.453,LOWEST ATTR (INACTIVE): CHEMBL4781299 | SMILES: OCCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.714 | Prediction: 0.054 | MW: 538.6 | LogP: 0.99,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.453 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
167,19995,C(C=C[C@@H]1CCCCC1)[C@H]1CCC[C@H]2CCCCC21,8,0,8,0,0,-0.6448,-0.7087,100.00,8,8,100.0,-0.709,-0.550,LOWEST ATTR (INACTIVE): CHEMBL4573120 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6[N+](=O)[O-])CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.709 | Prediction: 0.024 | MW: 637.8 | LogP: 5.92,HIGHEST ATTR (INACTIVE): CHEMBL230006 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.550 | Prediction: 0.031 | MW: 470.7 | LogP: 6.41,,
168,24395,C1CCC2[C@@H](C1)CC[C@@H]1[C@@H]2CCC2CCC[C@@H]12,8,0,8,0,0,-0.5663,-0.6853,100.00,8,8,100.0,-0.685,-0.446,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.685 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203949 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=C(F)C=C5)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.446 | Prediction: 0.068 | MW: 569.8 | LogP: 6.90,,
169,28771,C(N[C@@H]1C[C@H]1C1=CC=CC=C1)C1=CN([C@@H]2CCCC2)N=N1,8,0,8,0,0,-0.5627,-0.7007,100.00,8,8,100.0,-0.701,-0.217,LOWEST ATTR (INACTIVE): CHEMBL4777932 | SMILES: O[C@@H]1[C@H](O)[C@@H](O)C[C@H]1N1N=NC2=C(N[C@@H]3C[C@H]3C3=CC=C(F)C(F)=C3)N=C(Cl)N=C21 | Attribution: -0.701 | Prediction: 0.040 | MW: 438.8 | LogP: 1.15,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.217 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
170,28766,C(N[C@@H]1CC1)C1=CN([C@@H]2CCCC2)N=N1,8,0,8,0,0,-0.5268,-0.6412,100.00,8,8,100.0,-0.641,-0.184,LOWEST ATTR (INACTIVE): CHEMBL4792603 | SMILES: OCCCSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](O)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.641 | Prediction: 0.057 | MW: 494.5 | LogP: 0.97,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.184 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
171,14342,C1C=C(C2=CC=CC=C2)C2CCCN12,8,0,8,0,0,-0.5221,-0.7616,100.00,8,8,100.0,-0.762,-0.310,LOWEST ATTR (INACTIVE): CHEMBL4244802 | SMILES: O=C1C(O)=C(C2=CC=C(O)C=C2)C2CCCN12 | Attribution: -0.762 | Prediction: 0.064 | MW: 231.3 | LogP: 1.67,HIGHEST ATTR (INACTIVE): CHEMBL4249903 | SMILES: CC1=CC=C(C2=C(O)C(=O)N3CCCC23)C=C1 | Attribution: -0.310 | Prediction: 0.073 | MW: 229.3 | LogP: 2.27,,
172,24396,C(N/N=C/C[C@H]1CC[C@H]2[C@@H]3CCCC3CC[C@@H]2C1)NC1=CC=CC=C1,8,0,8,0,0,-0.4820,-0.6198,100.00,8,8,100.0,-0.620,-0.294,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.620 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.294 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,
173,24397,C(N/N=C1\CCC2[C@H](CC[C@@H]3[C@@H]2CCC2CCC[C@@H]32)C1)NC1=CC=CC=C1,8,0,8,0,0,-0.4738,-0.6004,100.00,8,8,100.0,-0.600,-0.281,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.600 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.281 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,
174,24389,C(N/N=C1\CCC2C[C@@H](CC[C@@H]2C1)[C@@H]1CCCC1)NC1=CC=CC=C1,8,0,8,0,0,-0.4710,-0.6088,100.00,8,8,100.0,-0.609,-0.287,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.609 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.287 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,
175,9876,C1C=CCC2=C1COC1=C2C=CC=C1,8,0,8,0,0,-0.4680,-0.5700,100.00,8,8,100.0,-0.570,-0.399,LOWEST ATTR (INACTIVE): CHEMBL4104149 | SMILES: CC(C)=CCC/C(C)=C/CC1=CC2=C(C=C1O)C1=C(C(=O)C3=C(NCCS3(=O)=O)C1=O)C(/C=C(\C)CCC=C(C)C)O2 | Attribution: -0.570 | Prediction: 0.030 | MW: 591.8 | LogP: 6.22,HIGHEST ATTR (INACTIVE): CHEMBL4098096 | SMILES: CC(C)=CCC1=CC2=C(C=C1O)C1=C(C(=O)C3=C(C1=O)S(=O)(=O)CCN3)C(C=C(C)C)O2 | Attribution: -0.399 | Prediction: 0.039 | MW: 455.5 | LogP: 2.76,,
176,24387,C(N/N=C/C[C@H]1CC[C@H](CC1)[C@@H]1CCCC1)NC1=CC=CC=C1,8,0,8,0,0,-0.4485,-0.6067,100.00,8,8,100.0,-0.607,-0.240,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.607 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.240 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,
177,44661,C1=CC=C(C2C3=C(N=C4SCCN42)C2=CC=CC=C2CC3)C=C1,8,0,8,0,0,-0.4154,-0.7364,100.00,8,8,100.0,-0.736,-0.280,LOWEST ATTR (INACTIVE): CHEMBL3322486 | SMILES: COC1=CC=C2NC=C(/C=C3\SC4=NC5=C(CCC6=CC=CC=C56)C(C5=CC=C(Cl)C=C5)N4C3=O)C2=C1 | Attribution: -0.736 | Prediction: 0.143 | MW: 524.0 | LogP: 5.46,HIGHEST ATTR (INACTIVE): CHEMBL3322497 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=C(F)C=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=C(OC)C=C23)C1=O | Attribution: -0.280 | Prediction: 0.156 | MW: 537.6 | LogP: 4.96,,
178,7424,C(NC1=CC=CC=C1)[C@H]1CCNO1,8,0,8,0,0,-0.3214,-0.7383,100.00,7,8,87.5,-0.738,0.050,LOWEST ATTR (INACTIVE): CHEMBL225686 | SMILES: CN1O[C@H]2C(=O)N(C3=CC=CC=C3)C(=O)[C@H]2[C@@H]1C1=CC=C([N+](=O)[O-])C=C1 | Attribution: -0.738 | Prediction: 0.063 | MW: 353.3 | LogP: 2.07,HIGHEST ATTR (INACTIVE): CHEMBL225684 | SMILES: CN1O[C@H]2C(=O)N(C3=CC=CC=C3)C(=O)[C@H]2[C@@H]1C1=CC=C(Cl)C=C1 | Attribution: 0.050 | Prediction: 0.096 | MW: 342.8 | LogP: 2.82,,INACTIVE w/ POS ATTR: CHEMBL225684 | SMILES: CN1O[C@H]2C(=O)N(C3=CC=CC=C3)C(=O)[C@H]2[C@@H]1C1=CC=C(Cl)C=C1 | Attribution: 0.050 | Prediction: 0.096 | MW: 342.8
179,44662,C1=C(N=C2S/C(=C\CC3=CC=CC=C3)CN2C1)C1=CC=CC=C1,8,0,8,0,0,-0.3183,-0.5756,100.00,7,8,87.5,-0.576,-0.028,LOWEST ATTR (INACTIVE): CHEMBL3322486 | SMILES: COC1=CC=C2NC=C(/C=C3\SC4=NC5=C(CCC6=CC=CC=C56)C(C5=CC=C(Cl)C=C5)N4C3=O)C2=C1 | Attribution: -0.576 | Prediction: 0.143 | MW: 524.0 | LogP: 5.46,HIGHEST ATTR (INACTIVE): CHEMBL3322497 | SMILES: COC1=CC=C2C3=C(CCC2=C1)C(C1=CC=C(F)C=C1)N1C(=N3)S/C(=C\C2=CNC3=CC=C(OC)C=C23)C1=O | Attribution: -0.028 | Prediction: 0.156 | MW: 537.6 | LogP: 4.96,,
180,6882,C(CC1=CC=CC=C1)CC[C@@H]1CCNCC1,8,0,8,0,0,-0.2853,-0.7616,100.00,4,8,50.0,-0.762,0.137,LOWEST ATTR (INACTIVE): CHEMBL2159969 | SMILES: COC(=O)[C@H]1CN(CCS(=O)(=O)C2=CC=C[Se]2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: -0.762 | Prediction: 0.030 | MW: 577.6 | LogP: 2.85,HIGHEST ATTR (INACTIVE): CHEMBL2159966 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=CS2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: 0.137 | Prediction: 0.025 | MW: 498.7 | LogP: 5.17,,INACTIVE w/ POS ATTR: CHEMBL2159966 | SMILES: COC(=O)[C@H]1CN(CCSC2=CC=CS2)CC[C@H]1CCC(=O)C1=CC=NC2=CC=C(OC)C=C12 | Attribution: 0.137 | Prediction: 0.025 | MW: 498.7
181,24290,C1=CN(C2CC2)C2=CC=CC=C2C1,8,0,8,0,0,-0.2534,-0.3187,100.00,8,8,100.0,-0.319,-0.179,LOWEST ATTR (INACTIVE): CHEMBL1085049 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)/C(=N/O)C(C)CS4)=C(F)C=C2C1 | Attribution: -0.319 | Prediction: 0.005 | MW: 457.6 | LogP: 4.47,HIGHEST ATTR (INACTIVE): CHEMBL1085320 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=CC(N3CCC4=C(C3)/C(=N\OC)CCS4)=C(N)C=C2C1 | Attribution: -0.179 | Prediction: 0.002 | MW: 454.6 | LogP: 3.84,,
182,24384,C(N/N=C1\CCCCC1)NC1=CC=CC=C1,8,0,8,0,0,-0.2284,-0.3111,100.00,8,8,100.0,-0.311,-0.106,LOWEST ATTR (INACTIVE): CHEMBL2203946 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(Br)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.311 | Prediction: 0.053 | MW: 630.7 | LogP: 7.52,HIGHEST ATTR (INACTIVE): CHEMBL2203951 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=CC6=CC=CC=C56)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.106 | Prediction: 0.086 | MW: 601.9 | LogP: 7.91,,
183,71553,C1=CC=C(SN2C=NC3=CN=CN=C32)C=C1,7,0,7,0,0,-0.7616,-0.7616,100.00,7,7,100.0,-0.762,-0.762,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.762 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261580 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C(Cl)C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.762 | Prediction: 0.026 | MW: 574.1 | LogP: 2.83,,
184,56634,C(C1=CC=CC=C1)C1=CC=C(OCCCCNCC2=CC=CC=C2)C=C1,7,0,7,0,0,-0.7382,-0.7616,100.00,7,7,100.0,-0.762,-0.704,LOWEST ATTR (INACTIVE): CHEMBL2046522 | SMILES: CCCCCCC[C@H](OC(N)=O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.762 | Prediction: 0.032 | MW: 625.6 | LogP: 9.01,HIGHEST ATTR (INACTIVE): CHEMBL2046521 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.704 | Prediction: 0.027 | MW: 582.6 | LogP: 8.91,,
185,56635,C(C1=CC=CC=C1)C1=CC=C(OCC2CCN(CC3=CC=CC=C3)CC2)C=C1,7,0,7,0,0,-0.7247,-0.7616,100.00,7,7,100.0,-0.762,-0.686,LOWEST ATTR (INACTIVE): CHEMBL2046523 | SMILES: CCCCCCC[C@@H](OC(N)=O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.762 | Prediction: 0.022 | MW: 625.6 | LogP: 9.01,HIGHEST ATTR (INACTIVE): CHEMBL2046521 | SMILES: CCCCCCC[C@@H](O)C1=CC=CC(CN2CCC(COC3=CC=C(C(=O)C4=CC=C(Cl)C=C4)C(Cl)=C3)CC2)=C1 | Attribution: -0.686 | Prediction: 0.027 | MW: 582.6 | LogP: 8.91,,
186,42309,C1=CCN(C2=CC3=C(C=C2)CC=CN3)CC1,7,0,7,0,0,-0.7151,-0.7616,100.00,7,7,100.0,-0.762,-0.657,LOWEST ATTR (INACTIVE): CHEMBL1084589 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)C(C)CS4)=C2C)C1 | Attribution: -0.762 | Prediction: 0.009 | MW: 468.6 | LogP: 4.23,HIGHEST ATTR (INACTIVE): CHEMBL1083112 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)CCS4)=C2C)C1 | Attribution: -0.657 | Prediction: 0.003 | MW: 454.6 | LogP: 3.98,,
187,11675,C1=CC=C(SNC2=CN=CNC2)C=C1,7,0,7,0,0,-0.7048,-0.7616,100.00,7,7,100.0,-0.762,-0.525,LOWEST ATTR (INACTIVE): CHEMBL4582669 | SMILES: COC1=CC=C(C(=O)/C=C/C2=CC=C(Cl)C=C2)C=C1S(=O)(=O)NC1=C(N)N=C(SC)NC1=O | Attribution: -0.762 | Prediction: 0.074 | MW: 507.0 | LogP: 3.43,HIGHEST ATTR (INACTIVE): CHEMBL4476177 | SMILES: COC1=CC=C(C(=O)/C=C/C2=CC(OC)=C(OC)C(OC)=C2)C=C1S(=O)(=O)NC1=C(N)N=C(SC)NC1=O | Attribution: -0.525 | Prediction: 0.074 | MW: 562.6 | LogP: 2.81,,
188,24392,C1CCC2[C@@H](C1)CC[C@H]1CCCC[C@H]21,7,0,7,0,0,-0.7006,-0.7420,100.00,7,7,100.0,-0.742,-0.657,LOWEST ATTR (INACTIVE): CHEMBL2203947 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC(=O)[C@]12C | Attribution: -0.742 | Prediction: 0.026 | MW: 581.8 | LogP: 6.76,HIGHEST ATTR (INACTIVE): CHEMBL2203948 | SMILES: COC(=O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4C/C(=N/NC(=S)NC5=CC=C(OC)C=C5)CC[C@]4(C)[C@H]3CC[C@]12C | Attribution: -0.657 | Prediction: 0.040 | MW: 581.8 | LogP: 6.76,,
189,28765,C1=CC=C(CCNC2=CC(=NC=N2)N[C@@H]2CCCC2)C=C1,7,0,7,0,0,-0.6775,-0.7616,100.00,7,7,100.0,-0.762,-0.529,LOWEST ATTR (INACTIVE): CHEMBL4791751 | SMILES: CCCSC1=NC(NCCC2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.762 | Prediction: 0.074 | MW: 510.6 | LogP: 1.70,HIGHEST ATTR (INACTIVE): CHEMBL4792212 | SMILES: CC(O)CSC1=NC(N[C@@H]2C[C@H]2C2=CC=C(F)C(F)=C2)=C2N=NN([C@@H]3C[C@H](OCCO)[C@@H](O)[C@H]3O)C2=N1 | Attribution: -0.529 | Prediction: 0.079 | MW: 538.6 | LogP: 0.98,,
190,19997,C1C=C(CCC1)CCCCOCC1=CC=CC=C1,7,0,7,0,0,-0.6762,-0.7616,100.00,7,7,100.0,-0.762,-0.411,LOWEST ATTR (INACTIVE): CHEMBL4556854 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.762 | Prediction: 0.030 | MW: 627.3 | LogP: 6.67,HIGHEST ATTR (INACTIVE): CHEMBL4547284 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.411 | Prediction: 0.023 | MW: 556.8 | LogP: 8.06,,
191,42311,C1=CCN(C2=CC3=C(C=C2)CC=CN3C2CC2)CC1,7,0,7,0,0,-0.6754,-0.7529,100.00,7,7,100.0,-0.753,-0.624,LOWEST ATTR (INACTIVE): CHEMBL1084306 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)C(=O)CCS4)=C2C)C1 | Attribution: -0.753 | Prediction: 0.003 | MW: 439.6 | LogP: 3.72,HIGHEST ATTR (INACTIVE): CHEMBL1083112 | SMILES: CCOC(=O)C1=CN(C2CC2)C2=C(C=C(N)C(N3CCC4=C(C3)/C(=N/O)CCS4)=C2C)C1 | Attribution: -0.624 | Prediction: 0.003 | MW: 454.6 | LogP: 3.98,,
192,36339,C(OCC1=CC=CC=C1)C1CCC[C@H](C=CCCC2CCCCC2)C1,7,0,7,0,0,-0.6547,-0.7616,100.00,7,7,100.0,-0.762,-0.508,LOWEST ATTR (INACTIVE): CHEMBL4553058 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.762 | Prediction: 0.019 | MW: 546.8 | LogP: 8.89,HIGHEST ATTR (INACTIVE): CHEMBL4550296 | SMILES: CC1(C)[C@@H](O)[C@@H](O)[C@H](O)[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=C(Cl)C=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.508 | Prediction: 0.179 | MW: 613.3 | LogP: 7.49,,
193,71550,C(CNC1=CC=NC=N1)NCNC1=NC2=CC=CC=C2S1,7,0,7,0,0,-0.6457,-0.6911,100.00,7,7,100.0,-0.691,-0.592,LOWEST ATTR (INACTIVE): CHEMBL2261583 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC=C(F)C=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.691 | Prediction: 0.023 | MW: 557.6 | LogP: 2.32,HIGHEST ATTR (INACTIVE): CHEMBL2261581 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=CC([N+](=O)[O-])=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.592 | Prediction: 0.023 | MW: 584.6 | LogP: 2.09,,
194,86162,C1C=C[C@@H](C/C=C/CC[C@H]2CCC[C@H]3CCCCC32)O1,7,0,7,0,0,-0.6335,-0.7282,100.00,7,7,100.0,-0.728,-0.531,LOWEST ATTR (INACTIVE): CHEMBL497636 | SMILES: COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C[C@@](C)(O)[C@@H]2CC/C(C)=C/[C@H](O)[C@H]1OC(=O)C=C1C | Attribution: -0.728 | Prediction: 0.014 | MW: 464.6 | LogP: 3.06,HIGHEST ATTR (INACTIVE): CHEMBL4633329 | SMILES: CC1=CC(=O)O[C@@H]1C/C=C(\C)CC[C@@H]1[C@@]2(C)CCC[C@@]3(C)C(=O)O[C@@H](C[C@@]1(C)O)[C@H]23 | Attribution: -0.531 | Prediction: 0.025 | MW: 416.6 | LogP: 4.48,,
195,71548,C(CNC1=CC=NC=N1)NCNC1=NC=CS1,7,0,7,0,0,-0.6192,-0.7491,100.00,7,7,100.0,-0.749,-0.561,LOWEST ATTR (INACTIVE): CHEMBL2261582 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C([N+](=O)[O-])C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.749 | Prediction: 0.013 | MW: 584.6 | LogP: 2.09,HIGHEST ATTR (INACTIVE): CHEMBL2261580 | SMILES: NC1=NC(NCC(=O)NC(=S)NC2=NC3=C(Cl)C=CC=C3S2)=C2N=CN(S(=O)(=O)C3=CC=CC=C3)C2=N1 | Attribution: -0.561 | Prediction: 0.026 | MW: 574.1 | LogP: 2.83,,
196,36343,C(CCCC1=CCCCC1)OCC1=CC=CC=C1,7,0,7,0,0,-0.6125,-0.7355,100.00,7,7,100.0,-0.736,-0.512,LOWEST ATTR (INACTIVE): CHEMBL4553058 | SMILES: CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.736 | Prediction: 0.019 | MW: 546.8 | LogP: 8.89,HIGHEST ATTR (INACTIVE): CHEMBL4592606 | SMILES: CC1(C)C(=O)C=C[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(C(=O)OCC6=CC=CC=C6)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12 | Attribution: -0.512 | Prediction: 0.012 | MW: 542.8 | LogP: 8.88,,
