"rank","fragment_id","fragment_smiles","total_compounds","tp_count","tn_count","fp_count","fn_count","avg_attribution","min_attribution","inactivity_rate_percent","negative_appearances","total_appearances","negative_consistency_percent","min_attribution_ever","max_attribution_ever","lowest_attribution_example","highest_attribution_example","active_negative_attribution_example","inactive_positive_attribution_example"
182,19183,C(=N/N1CNN=C1CC1=CNC2=CC=CC=C12)\C1=CC=CC=C1,5,0,5,0,0,-0.5734,-0.7080,100.00,5,5,100.0,-0.708,-0.530,LOWEST ATTR (INACTIVE): CHEMBL518090 | SMILES: S=C1NN=C(CC2=CNC3=CC=CC=C23)N1/N=C/C1=CC=C(Cl)C=C1 | Attribution: -0.708 | Prediction: 0.159 | MW: 367.9 | LogP: 4.55,HIGHEST ATTR (INACTIVE): CHEMBL465904 | SMILES: CN(C)C1=CC=C(/C=N/N2C(CC3=CNC4=CC=CC=C34)=NNC2=S)C=C1 | Attribution: -0.530 | Prediction: 0.087 | MW: 376.5 | LogP: 3.96,,
183,238072,C1=CC=C2C(=C1)CCNC2CN1C=NC=N1,5,0,5,0,0,-0.5693,-0.6717,100.00,5,5,100.0,-0.672,-0.479,LOWEST ATTR (INACTIVE): CHEMBL282786 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C(Cl)=C1 | Attribution: -0.672 | Prediction: 0.108 | MW: 373.3 | LogP: 4.38,HIGHEST ATTR (INACTIVE): CHEMBL27544 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C=C1 | Attribution: -0.479 | Prediction: 0.062 | MW: 338.8 | LogP: 3.73,,
184,237356,C1=CC=C(CCC2=NN=CN2)C=C1,5,0,5,0,0,-0.5604,-0.6341,100.00,5,5,100.0,-0.634,-0.501,LOWEST ATTR (INACTIVE): CHEMBL1835449 | SMILES: OC1=CC=C(CCC2=NN=C3SCC(C4=CC=CC=C4)=NN23)C=C1 | Attribution: -0.634 | Prediction: 0.017 | MW: 336.4 | LogP: 3.13,HIGHEST ATTR (INACTIVE): CHEMBL1835450 | SMILES: O=[N+]([O-])C1=CC=C(C2=NN3C(CCC4=CC=C(O)C=C4)=NN=C3SC2)C=C1 | Attribution: -0.501 | Prediction: 0.022 | MW: 381.4 | LogP: 3.04,,
185,19180,C(=N/N1CNN=C1CC1=CNC=C1)\C1=CC=CC=C1,5,0,5,0,0,-0.4821,-0.6367,100.00,5,5,100.0,-0.637,-0.423,LOWEST ATTR (INACTIVE): CHEMBL518090 | SMILES: S=C1NN=C(CC2=CNC3=CC=CC=C23)N1/N=C/C1=CC=C(Cl)C=C1 | Attribution: -0.637 | Prediction: 0.159 | MW: 367.9 | LogP: 4.55,HIGHEST ATTR (INACTIVE): CHEMBL465904 | SMILES: CN(C)C1=CC=C(/C=N/N2C(CC3=CNC4=CC=CC=C34)=NNC2=S)C=C1 | Attribution: -0.423 | Prediction: 0.087 | MW: 376.5 | LogP: 3.96,,
186,233580,C1=CC=C(CNC(CN2C=CN=C2)C2=CC=CC=C2)C=C1,6,1,5,0,0,-0.4343,-0.6954,83.33,5,6,83.3,-0.695,0.590,LOWEST ATTR (INACTIVE): CHEMBL28270 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=CN=C2)C=C1 | Attribution: -0.695 | Prediction: 0.201 | MW: 337.9 | LogP: 4.34,HIGHEST ATTR (ACTIVE): CHEMBL304224 | SMILES: FC1=CC=C([C@]2(CN3C=CN=C3)C[C@@H](C3=CC=CC=C3)ON2CC2=CC=CC=C2)C=C1 | Attribution: 0.590 | Prediction: 0.941 | MW: 413.5 | LogP: 5.50,,
187,234694,C1=CC=C(C2=CC=C3OCOC3=C2)N=C1,5,0,5,0,0,-0.4256,-0.6903,100.00,4,5,80.0,-0.690,-0.060,LOWEST ATTR (INACTIVE): CHEMBL502774 | SMILES: C1=CC=C2N=C(C3=CC=C4OCOC4=C3)C=CC2=C1 | Attribution: -0.690 | Prediction: 0.042 | MW: 249.3 | LogP: 3.63,HIGHEST ATTR (INACTIVE): CHEMBL447046 | SMILES: CCC1=CC(C)=C2C=CC(C3=CC=C4OCOC4=C3)=NC2=C1 | Attribution: -0.060 | Prediction: 0.103 | MW: 291.4 | LogP: 4.50,,
188,228113,C1=CC=C(C2=NN=C(CN3C=CN=C3C3=CC=CC=N3)O2)C=C1,5,0,5,0,0,-0.3953,-0.5858,100.00,4,5,80.0,-0.586,0.170,LOWEST ATTR (INACTIVE): CHEMBL3594058 | SMILES: CCC1=CC=NC(C2=NC=CN2CC2=NN=C(C3=CC=C(Cl)C=C3Cl)O2)=C1 | Attribution: -0.586 | Prediction: 0.310 | MW: 400.3 | LogP: 4.91,HIGHEST ATTR (INACTIVE): CHEMBL3594054 | SMILES: CCC1=CC=NC(C2=NC=CN2CC2=NN=C(C3=CC=CC=C3N)O2)=C1 | Attribution: 0.170 | Prediction: 0.109 | MW: 346.4 | LogP: 3.19,,INACTIVE w/ POS ATTR: CHEMBL3594054 | SMILES: CCC1=CC=NC(C2=NC=CN2CC2=NN=C(C3=CC=CC=C3N)O2)=C1 | Attribution: 0.170 | Prediction: 0.109 | MW: 346.4
189,233581,C1=CC=C2C(=C1)CCNC2CN1C=CN=C1,5,0,5,0,0,-0.3866,-0.5903,100.00,5,5,100.0,-0.590,-0.298,LOWEST ATTR (INACTIVE): CHEMBL27895 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=CN=C2)C(Cl)=C1 | Attribution: -0.590 | Prediction: 0.338 | MW: 372.3 | LogP: 4.99,HIGHEST ATTR (INACTIVE): CHEMBL28270 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=CN=C2)C=C1 | Attribution: -0.298 | Prediction: 0.201 | MW: 337.9 | LogP: 4.34,,
190,238068,C1=CC(CN2C=NC=N2)NCC1,5,0,5,0,0,-0.3859,-0.5430,100.00,5,5,100.0,-0.543,-0.296,LOWEST ATTR (INACTIVE): CHEMBL282786 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C(Cl)=C1 | Attribution: -0.543 | Prediction: 0.108 | MW: 373.3 | LogP: 4.38,HIGHEST ATTR (INACTIVE): CHEMBL27544 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C=C1 | Attribution: -0.296 | Prediction: 0.062 | MW: 338.8 | LogP: 3.73,,
191,231873,C1CC2C[C@H]1CC=C2C1CCCCC1,5,0,5,0,0,-0.3732,-0.5627,100.00,5,5,100.0,-0.563,-0.164,LOWEST ATTR (INACTIVE): CHEMBL448113 | SMILES: C=C1[C@@H]2CC=C3[C@](C2)(C[C@H](O)[C@@H]2C(C)(C)CCC[C@@]32C)[C@@H]1OC(C)=O | Attribution: -0.563 | Prediction: 0.011 | MW: 344.5 | LogP: 4.41,HIGHEST ATTR (INACTIVE): CHEMBL497691 | SMILES: C=C1C(=O)[C@@]23C[C@H](OC(C)=O)[C@@H]4C(C)(C)CC[C@H](O)[C@@]4(C)C2=C[C@@H](O)[C@@H]1C3 | Attribution: -0.164 | Prediction: 0.021 | MW: 374.5 | LogP: 2.56,,
192,19182,C1=CC=C2C(CC3=NNCN3)=CNC2=C1,5,0,5,0,0,-0.3682,-0.4755,100.00,5,5,100.0,-0.476,-0.238,LOWEST ATTR (INACTIVE): CHEMBL518090 | SMILES: S=C1NN=C(CC2=CNC3=CC=CC=C23)N1/N=C/C1=CC=C(Cl)C=C1 | Attribution: -0.476 | Prediction: 0.159 | MW: 367.9 | LogP: 4.55,HIGHEST ATTR (INACTIVE): CHEMBL465904 | SMILES: CN(C)C1=CC=C(/C=N/N2C(CC3=CNC4=CC=CC=C34)=NNC2=S)C=C1 | Attribution: -0.238 | Prediction: 0.087 | MW: 376.5 | LogP: 3.96,,
193,230756,C1=CC=C(SC2=C3C=CN=NC3=CC=C2)C=C1,5,0,5,0,0,-0.3428,-0.4009,100.00,5,5,100.0,-0.401,-0.204,LOWEST ATTR (INACTIVE): CHEMBL380411 | SMILES: COC(=O)C1=C(N)N=NC2=C(C)C(C)=C(O)C(SC3=CC=CC=C3)=C12 | Attribution: -0.401 | Prediction: 0.030 | MW: 355.4 | LogP: 3.47,HIGHEST ATTR (INACTIVE): CHEMBL380740 | SMILES: COC(=O)C1=C(N)N=NC2=C(C)C(C)=C(O)C(SC3=CC=CC(F)=C3)=C12 | Attribution: -0.204 | Prediction: 0.055 | MW: 373.4 | LogP: 3.61,,
194,19181,C(=N/N1CNN=C1CCC1=CC=CC=C1)\C1=CC=CC=C1,5,0,5,0,0,-0.3351,-0.5099,100.00,5,5,100.0,-0.510,-0.270,LOWEST ATTR (INACTIVE): CHEMBL518090 | SMILES: S=C1NN=C(CC2=CNC3=CC=CC=C23)N1/N=C/C1=CC=C(Cl)C=C1 | Attribution: -0.510 | Prediction: 0.159 | MW: 367.9 | LogP: 4.55,HIGHEST ATTR (INACTIVE): CHEMBL464683 | SMILES: S=C1NN=C(CC2=CNC3=CC=CC=C23)N1/N=C/C1=CC=CC=C1 | Attribution: -0.270 | Prediction: 0.132 | MW: 333.4 | LogP: 3.89,,
195,231877,C1C[C@@]23CC[C@@H]4CCCCC4C2=CC[C@@H]1C3,5,0,5,0,0,-0.3351,-0.5300,100.00,5,5,100.0,-0.530,-0.148,LOWEST ATTR (INACTIVE): CHEMBL525373 | SMILES: C=C1[C@@H]2CC=C3[C@](C2)(C[C@H](OC(C)=O)[C@@H]2C(C)(C)CCC[C@@]32C)[C@@H]1OC(C)=O | Attribution: -0.530 | Prediction: 0.011 | MW: 386.5 | LogP: 4.98,HIGHEST ATTR (INACTIVE): CHEMBL497691 | SMILES: C=C1C(=O)[C@@]23C[C@H](OC(C)=O)[C@@H]4C(C)(C)CC[C@H](O)[C@@]4(C)C2=C[C@@H](O)[C@@H]1C3 | Attribution: -0.148 | Prediction: 0.021 | MW: 374.5 | LogP: 2.56,,
196,238069,C1=CC=C(C=C1)CCN1C=NC=N1,6,1,5,0,0,-0.3146,-0.6131,83.33,5,6,83.3,-0.613,0.669,LOWEST ATTR (INACTIVE): CHEMBL282786 | SMILES: ClC1=CC=C(CN2CCC3=CC=CC=C3C2CN2C=NC=N2)C(Cl)=C1 | Attribution: -0.613 | Prediction: 0.108 | MW: 373.3 | LogP: 4.38,HIGHEST ATTR (ACTIVE): CHEMBL134347 | SMILES: ClC1=CC=C(C2(CN3C=NC=N3)OCC3=CC=CC=C32)C=C1 | Attribution: 0.669 | Prediction: 0.970 | MW: 311.8 | LogP: 3.41,,
197,231874,C1C[C@@]23CCCCC2=CC[C@@H]1C3,5,0,5,0,0,-0.2329,-0.3331,100.00,5,5,100.0,-0.333,-0.110,LOWEST ATTR (INACTIVE): CHEMBL525373 | SMILES: C=C1[C@@H]2CC=C3[C@](C2)(C[C@H](OC(C)=O)[C@@H]2C(C)(C)CCC[C@@]32C)[C@@H]1OC(C)=O | Attribution: -0.333 | Prediction: 0.011 | MW: 386.5 | LogP: 4.98,HIGHEST ATTR (INACTIVE): CHEMBL496475 | SMILES: C=C1C(=O)[C@@]23C[C@H](OC(C)=O)[C@@H]4C(C)(C)CC[C@H](OC(C)=O)[C@@]4(C)C2=C[C@@H](O)[C@@H]1C3 | Attribution: -0.110 | Prediction: 0.020 | MW: 416.5 | LogP: 3.13,,
198,19179,C(CC1=NNCN1)C1=CC=CC=C1,5,0,5,0,0,-0.1729,-0.2829,100.00,4,5,80.0,-0.283,-0.070,LOWEST ATTR (INACTIVE): CHEMBL518090 | SMILES: S=C1NN=C(CC2=CNC3=CC=CC=C23)N1/N=C/C1=CC=C(Cl)C=C1 | Attribution: -0.283 | Prediction: 0.159 | MW: 367.9 | LogP: 4.55,HIGHEST ATTR (INACTIVE): CHEMBL465904 | SMILES: CN(C)C1=CC=C(/C=N/N2C(CC3=CNC4=CC=CC=C34)=NNC2=S)C=C1 | Attribution: -0.070 | Prediction: 0.087 | MW: 376.5 | LogP: 3.96,,
199,19178,C1=CC(CC2=NNCN2)=CN1,5,0,5,0,0,-0.1343,-0.2081,100.00,3,5,60.0,-0.208,-0.037,LOWEST ATTR (INACTIVE): CHEMBL518090 | SMILES: S=C1NN=C(CC2=CNC3=CC=CC=C23)N1/N=C/C1=CC=C(Cl)C=C1 | Attribution: -0.208 | Prediction: 0.159 | MW: 367.9 | LogP: 4.55,HIGHEST ATTR (INACTIVE): CHEMBL465904 | SMILES: CN(C)C1=CC=C(/C=N/N2C(CC3=CNC4=CC=CC=C34)=NNC2=S)C=C1 | Attribution: -0.037 | Prediction: 0.087 | MW: 376.5 | LogP: 3.96,,
