rank,fragment_id,fragment_smiles,total_compounds,tp_count,tn_count,fp_count,fn_count,avg_attribution,max_attribution,activity_rate_percent,positive_appearances,total_appearances,positive_consistency_percent,min_attribution_ever,max_attribution_ever,highest_attribution_example,lowest_attribution_example,inactive_positive_attribution_example,active_negative_attribution_example,mol,pathogen,pathogen_class,fragment_type,reliability_score,importance_tier
975,9480,C(=N\CCCNCC1=CC=CC=C1)/NC1=CC=CC=C1,8,8,0,0,0,0.6823,0.7616,100.0,8,8,100.0,0.577,0.762,HIGHEST ATTR (ACTIVE): CHEMBL182579 | SMILES: FC(F)(F)C1=CC=C(N/C(S)=N/CCCNCC2=CC(Br)=CC(Br)=C2)C=C1 | Attribution: 0.762 | Prediction: 0.992 | MW: 525.2 | LogP: 6.11,LOWEST ATTR (ACTIVE): CHEMBL360012 | SMILES: O=[N+]([O-])C1=CC=C(N/C(S)=N/CCCNCC2=CC(Br)=CC(Br)=C2)C=C1 | Attribution: 0.577 | Prediction: 0.970 | MW: 502.2 | LogP: 5.00,,,<rdkit.Chem.rdchem.Mol object at 0x00000216888023B0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
976,37618,C(C[C@@H](C1=CC=CC=C1)[C@H]1N[C@H](C[Se]C2=CC=CC=C2)[C@H]2CN(C3=CC=CC=C3)[C@H]21)C1=CC=CC=C1,8,8,0,0,0,0.6787,0.6955,100.0,8,8,100.0,0.654,0.695,HIGHEST ATTR (ACTIVE): CHEMBL1086136 | SMILES: COC1=CC=C([C@H]2[C@@H]3[C@H]4[C@H](C(=O)N4C4=CC=C(OC)C=C4)[C@@H](C[Se]C4=CC=CC=C4)N3O[C@@]23CCC2=CC=CC=C2C3=O)C=C1 | Attribution: 0.695 | Prediction: 0.991 | MW: 665.6 | LogP: 4.83,LOWEST ATTR (ACTIVE): CHEMBL1086130 | SMILES: COC1=CC=C(N2C(=O)[C@H]3[C@@H]2[C@H]2[C@H](C4=CC=C(C)C=C4)[C@]4(COC5=CC=CC=C5C4=O)ON2[C@@H]3C[Se]C2=CC=CC=C2)C=C1 | Attribution: 0.654 | Prediction: 0.977 | MW: 651.6 | LogP: 4.58,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802420>,SA,Gram+,scaffold,2.1972245773362196,Moderate
977,8512,C(=N\NC1=NCCN1)/C1=CN=C(C2=CC=CC=C2)S1,8,8,0,0,0,0.6773,0.7616,100.0,8,8,100.0,0.159,0.762,HIGHEST ATTR (ACTIVE): CHEMBL4214906 | SMILES: C/C(=N\NC1=NCCN1)C1=C(C)N=C(C2=CC=C(C#CCC3CCCC3)C=C2)S1 | Attribution: 0.762 | Prediction: 0.916 | MW: 405.6 | LogP: 4.32,LOWEST ATTR (ACTIVE): CHEMBL4206550 | SMILES: C/C(=N\NC1=NCCN1)C1=C(C)N=C(C2=CC=C(C#CC3=CC=CC=C3)C=C2)S1 | Attribution: 0.159 | Prediction: 0.662 | MW: 399.5 | LogP: 3.79,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802490>,SA,Gram+,scaffold,2.1972245773362196,Moderate
978,43757,C1=CC=C(C2=[N+]C3=CC=CC=C3C3=CC=CC=C23)C=C1,8,8,0,0,0,0.6761,0.748,100.0,8,8,100.0,0.601,0.748,HIGHEST ATTR (ACTIVE): CHEMBL284328 | SMILES: CC[N+]1=C(C2=CC=CC=C2)C2=CC(N)=CC=C2C2=CC=C(N)C=C21 | Attribution: 0.748 | Prediction: 0.777 | MW: 314.4 | LogP: 4.13,LOWEST ATTR (ACTIVE): CHEMBL4446469 | SMILES: COC1=CC2=C3C(=C1OC)C=CC1=C4C=CC(OC)=C(OC)C4=C(C4=CC=CC=C4)[N+](=C13)CC2 | Attribution: 0.601 | Prediction: 0.944 | MW: 452.5 | LogP: 5.69,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802500>,SA,Gram+,scaffold,2.1972245773362196,Moderate
979,29334,C(CCC1CC=CC23CC4CC(OC4C2)C13)NC1=CC=CC=C1,8,8,0,0,0,0.673,0.7314,100.0,8,8,100.0,0.594,0.731,HIGHEST ATTR (ACTIVE): CHEMBL1090538 | SMILES: C[C@@H]1C2OC3(C)CC4(CC13)C(C1=CC=CC=C1)=CC(=O)C(C)(CCC(=O)NC1=C(O)C=CC(C(=O)O)=C1O)C24 | Attribution: 0.731 | Prediction: 0.831 | MW: 531.6 | LogP: 5.01,LOWEST ATTR (ACTIVE): CHEMBL492363 | SMILES: CC1=CC(=O)[C@@](C)(CCC(=O)NC2=C(O)C=CC(C(=O)O)=C2O)C2C3CC4CC12CC4(C)O3 | Attribution: 0.594 | Prediction: 0.819 | MW: 455.5 | LogP: 3.62,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802570>,SA,Gram+,scaffold,2.1972245773362196,Moderate
980,54895,C1OCCN1C1=CC=C(C2=CN=CC=C2)C=C1,8,8,0,0,0,0.672,0.745,100.0,8,8,100.0,0.575,0.745,HIGHEST ATTR (ACTIVE): CHEMBL4175264 | SMILES: O=C1O[C@@H](CO)CN1C1=CC=C(C2=CN=C3C=CC(=O)NC3=C2)C(F)=C1 | Attribution: 0.745 | Prediction: 0.911 | MW: 355.3 | LogP: 2.05,LOWEST ATTR (ACTIVE): CHEMBL1915816 | SMILES: CC(=O)NC[C@@H]1OC(=O)N2C3=CC=C(C4=CN=CC(C#N)=C4)C=C3OC[C@@H]12 | Attribution: 0.575 | Prediction: 0.964 | MW: 364.4 | LogP: 1.84,,,<rdkit.Chem.rdchem.Mol object at 0x00000216888025E0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
981,15854,C(\C=C\C1=CC=CC=C1)C1=CC=C(N2COCC2)C=C1,8,8,0,0,0,0.6694,0.7616,100.0,8,8,100.0,0.584,0.762,HIGHEST ATTR (ACTIVE): CHEMBL425645 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C3C(=O)/C(=C/C4=CC=C(S(C)(=O)=O)C=C4)CCCC3=C2)C(=O)O1 | Attribution: 0.762 | Prediction: 0.930 | MW: 482.6 | LogP: 3.15,LOWEST ATTR (ACTIVE): CHEMBL219292 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C3C(=O)/C(=C/C4=CC=C(CCO)C=C4)CCCC3=C2)C(=O)O1 | Attribution: 0.584 | Prediction: 0.962 | MW: 448.5 | LogP: 3.29,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802650>,SA,Gram+,scaffold,2.1972245773362196,Moderate
982,29335,C(CCC1CC=CC23CCC(C2)OCC13)NC1=CC=CC=C1,8,8,0,0,0,0.6663,0.7483,100.0,8,8,100.0,0.614,0.748,HIGHEST ATTR (ACTIVE): CHEMBL1090537 | SMILES: CC12CC34CC1CC(O2)C3C(C)(CCC(=O)NC1=C(O)C=CC(C(=O)O)=C1O)C(=O)C=C4C1=CC=CC=C1 | Attribution: 0.748 | Prediction: 0.875 | MW: 517.6 | LogP: 4.76,LOWEST ATTR (ACTIVE): CHEMBL492363 | SMILES: CC1=CC(=O)[C@@](C)(CCC(=O)NC2=C(O)C=CC(C(=O)O)=C2O)C2C3CC4CC12CC4(C)O3 | Attribution: 0.614 | Prediction: 0.819 | MW: 455.5 | LogP: 3.62,,,<rdkit.Chem.rdchem.Mol object at 0x00000216888026C0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
983,76190,C1CNCCOCC=CCSC[C@@H](C2=NC=NO2)N1,8,8,0,0,0,0.6648,0.6903,100.0,8,8,100.0,0.644,0.69,HIGHEST ATTR (ACTIVE): CHEMBL1765444 | SMILES: COC1=CC(O)=C2CSC[C@@H](C3=NC(C)=NO3)NC(=S)CNCCOC(=O)C2=C1Br | Attribution: 0.690 | Prediction: 0.995 | MW: 517.4 | LogP: 2.51,LOWEST ATTR (ACTIVE): CHEMBL1765448 | SMILES: COC1=CC(O)=C2CSC[C@@H](C3=NC(C)=NO3)NC(=O)CN(C(=O)C(C)(C)C)CCOC(=O)C2=C1Br | Attribution: 0.644 | Prediction: 0.981 | MW: 585.5 | LogP: 2.99,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802730>,SA,Gram+,scaffold,2.1972245773362196,Moderate
984,60295,C1=CN=CC(C2=CC(N3C=CC=N3)=CC=C2)=C1,8,8,0,0,0,0.6605,0.6866,100.0,8,8,100.0,0.616,0.687,HIGHEST ATTR (ACTIVE): CHEMBL3357003 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CC=C([C@@H](O)CC)N=C3)=C(F)C(N3C=CC=N3)=C2N1 | Attribution: 0.687 | Prediction: 0.988 | MW: 423.5 | LogP: 3.53,LOWEST ATTR (ACTIVE): CHEMBL3356999 | SMILES: CCNC(=O)NC1=NC2=CC(C3=CC=C(CN4CCOCC4)N=C3)=C(F)C(N3C=C(C)C=N3)=C2N1 | Attribution: 0.616 | Prediction: 0.995 | MW: 478.5 | LogP: 3.23,,,<rdkit.Chem.rdchem.Mol object at 0x00000216888027A0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
985,68608,C1=CNC2=CC(NCCNC3=NC=NC=C3)=CC=C2C1,8,8,0,0,0,0.6583,0.7616,100.0,8,8,100.0,0.574,0.762,HIGHEST ATTR (ACTIVE): CHEMBL1761444 | SMILES: CCCNC1=NC(C)=CC(N2CCN(C3=C(F)C=C4C(=O)C(C(=O)O)=CN(CC)C4=C3F)CC2)=N1 | Attribution: 0.762 | Prediction: 0.972 | MW: 486.5 | LogP: 3.24,LOWEST ATTR (ACTIVE): CHEMBL1761447 | SMILES: CC1=CC(N2CCN(C3=C(F)C=C4C(=O)C(C(=O)O)=CN(CC5=CC=C(C(F)(F)F)C=C5)C4=C3F)CC2)=NC(N2CCCCC2)=N1 | Attribution: 0.574 | Prediction: 0.800 | MW: 642.6 | LogP: 5.46,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802810>,SA,Gram+,scaffold,2.1972245773362196,Moderate
986,680,C1/C(=N\C2=CC=C(/N=C/C3=CC=CC=C3)C=C2)C=CN1CC1=CC=CC=C1,8,8,0,0,0,0.6554,0.7143,100.0,8,8,100.0,0.577,0.714,HIGHEST ATTR (ACTIVE): CHEMBL2237040 | SMILES: O=C1/C(=N\C2=CC=C(/N=C/C3=CC=CC=C3O)C=C2)C2=CC=CC=C2N1CC1=CC=CC=C1 | Attribution: 0.714 | Prediction: 0.977 | MW: 431.5 | LogP: 5.81,LOWEST ATTR (ACTIVE): CHEMBL2237037 | SMILES: O=C1/C(=N\C2=CC=C(/N=C/C3=CC=C([N+](=O)[O-])C=C3)C=C2)C2=CC=CC=C2N1CC1=CC=CC=C1 | Attribution: 0.577 | Prediction: 0.989 | MW: 460.5 | LogP: 6.01,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802880>,SA,Gram+,scaffold,2.1972245773362196,Moderate
987,19640,C1OCCN1C1=CC=C(N2CCN(C3=CC=CS3)CC2)C=C1,8,8,0,0,0,0.655,0.7616,100.0,8,8,100.0,0.511,0.762,HIGHEST ATTR (ACTIVE): CHEMBL228710 | SMILES: O=C1O[C@@H](CO)CN1C1=CC=C(N2CCN(C3=CC=C([N+](=O)[O-])S3)CC2)C(F)=C1 | Attribution: 0.762 | Prediction: 0.884 | MW: 422.4 | LogP: 2.44,LOWEST ATTR (ACTIVE): CHEMBL390661 | SMILES: CC(=O)OC[C@H]1CN(C2=CC=C(N3CCN(C4=CC=C([N+](=O)[O-])S4)CC3)C(F)=C2)C(=O)O1 | Attribution: 0.511 | Prediction: 0.727 | MW: 464.5 | LogP: 3.01,,,<rdkit.Chem.rdchem.Mol object at 0x00000216888028F0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
988,73373,C(NCCN/N=C/C1=CC=C(C2=CC=C(N3COCC3)C=C2)C=C1)C1=CC=CC=C1,8,8,0,0,0,0.6549,0.7055,100.0,8,8,100.0,0.625,0.706,HIGHEST ATTR (ACTIVE): CHEMBL4293222 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C(/C=N/N4CCN(C(=O)C5=CC=C(C(F)(F)F)C=C5)CC4)C=C3)C(F)=C2)C(=O)O1 | Attribution: 0.706 | Prediction: 0.997 | MW: 611.6 | LogP: 4.76,LOWEST ATTR (ACTIVE): CHEMBL4280065 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C(/C=N/N4CCN(C(=O)C5=CC=C(Br)C=C5)CC4)C=C3)C(F)=C2)C(=O)O1 | Attribution: 0.625 | Prediction: 0.997 | MW: 622.5 | LogP: 4.51,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802960>,SA,Gram+,scaffold,2.1972245773362196,Moderate
989,7410,C1CCCCC[C@@H](OCCSC2=CC=CC=C2)C1,8,8,0,0,0,0.6537,0.7101,100.0,8,8,100.0,0.541,0.71,HIGHEST ATTR (ACTIVE): CHEMBL228181 | SMILES: C=C[C@]1(C)C[C@@H](OC(=O)CSC2=CC=CC(N)=C2)[C@@]2(C)C(=O)[C@](CCC(=O)O)(CCC2C)[C@@H](C)[C@@H]1O | Attribution: 0.710 | Prediction: 0.891 | MW: 517.7 | LogP: 4.72,LOWEST ATTR (ACTIVE): CHEMBL227665 | SMILES: C=C[C@]1(C)C[C@@H](OC(=O)CSC2=CC=CC(N)=C2)[C@@]2(C)C(=O)[C@](CCC)(CCC2C)[C@@H](C)[C@@H]1O | Attribution: 0.541 | Prediction: 0.947 | MW: 487.7 | LogP: 5.66,,,<rdkit.Chem.rdchem.Mol object at 0x00000216888029D0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
990,68805,C(CC1=CCCCO1)CCC1=CC=CC=C1,8,8,0,0,0,0.6534,0.7004,100.0,8,8,100.0,0.593,0.7,HIGHEST ATTR (ACTIVE): CHEMBL4446372 | SMILES: O=C(CCC1=CC=C(O)C=C1)C1=C(O)C=C(O)C2=C1O[C@@H](C1=CC=C(O)C=C1)[C@H](C/C=C/C1=CC=C(O)C=C1)C2 | Attribution: 0.700 | Prediction: 0.872 | MW: 538.6 | LogP: 6.43,LOWEST ATTR (ACTIVE): CHEMBL4452871 | SMILES: COC1=CC=C(CCC(=O)C2=C(O)C=C(O)C3=C2OC(C2=CC=C(O)C=C2)C(O)C3)C=C1 | Attribution: 0.593 | Prediction: 0.906 | MW: 436.5 | LogP: 3.66,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802A40>,SA,Gram+,scaffold,2.1972245773362196,Moderate
991,14068,C1OCCN1C1=CC=C(C2=CC=C(/C=N/N3CCSCC3)C=C2)C=C1,8,8,0,0,0,0.6512,0.6992,100.0,8,8,100.0,0.615,0.699,HIGHEST ATTR (ACTIVE): CHEMBL4569238 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C(/C=N/N4CCS(=O)(=O)CC4)C(O)=C3)C(F)=C2)C(=O)O1 | Attribution: 0.699 | Prediction: 0.997 | MW: 504.5 | LogP: 1.72,LOWEST ATTR (ACTIVE): CHEMBL4443012 | SMILES: COC1=CC(C2=CC=C(N3C[C@H](CNC(C)=O)OC3=O)C=C2F)=CC=C1/C=N/N1CCSCC1 | Attribution: 0.615 | Prediction: 0.997 | MW: 486.6 | LogP: 3.35,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802AB0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
992,42534,C(NC1=NOC=C1)C1=CN(C2=NOC=C2)CNC1,8,8,0,0,0,0.6512,0.6881,100.0,8,8,100.0,0.613,0.688,HIGHEST ATTR (ACTIVE): CHEMBL1257521 | SMILES: COC1=CC=C(N2C(=S)N(C3=NOC(C)=C3)C(C)=C3C(=O)N(C4=NOC(C)=C4)C4=CC=CC=C4C32)C=C1 | Attribution: 0.688 | Prediction: 0.990 | MW: 513.6 | LogP: 5.59,LOWEST ATTR (ACTIVE): CHEMBL1257639 | SMILES: CC1=C2C(=O)N(C3=NOC(C)=C3)C3=CC=CC=C3C2N(C2=CC=C(Cl)C=C2)C(=S)N1C1=NOC(C)=C1 | Attribution: 0.613 | Prediction: 0.991 | MW: 518.0 | LogP: 6.24,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802B20>,SA,Gram+,scaffold,2.1972245773362196,Moderate
993,20053,C1C[C@]2(CN1)CNCC2,8,8,0,0,0,0.6483,0.7149,100.0,8,8,100.0,0.577,0.715,HIGHEST ATTR (ACTIVE): CHEMBL1210068 | SMILES: COC1=CC=C([C@H]2CN(C)[C@@]3(C(=O)N(C)C4=CC=CC=C43)[C@@]23CC(=O)N(C)C3=O)C=C1 | Attribution: 0.715 | Prediction: 0.953 | MW: 419.5 | LogP: 1.97,LOWEST ATTR (ACTIVE): CHEMBL1210069 | SMILES: C#CCN1C(=O)[C@]2(C3=CC=CC=C31)N(C)C[C@H](C1=CC=CC=C1O)[C@]21CC(=O)N(C)C1=O | Attribution: 0.577 | Prediction: 0.918 | MW: 429.5 | LogP: 1.67,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802B90>,SA,Gram+,scaffold,2.1972245773362196,Moderate
994,29726,C(=C/C1=NNC(/C=C/C2=CC=CC=C2)=C1)\C1=CC=CC=C1,8,8,0,0,0,0.648,0.7404,100.0,8,8,100.0,0.587,0.74,HIGHEST ATTR (ACTIVE): CHEMBL4285499 | SMILES: COC1=CC=CC=C1NC(=O)COC1=CC=C(/C=C/C2=NNC(/C=C/C3=CC=C(OCC(=O)NC4=CC=CC=C4OC)C(OC)=C3)=C2)C=C1OC | Attribution: 0.740 | Prediction: 0.924 | MW: 690.8 | LogP: 6.82,LOWEST ATTR (ACTIVE): CHEMBL4291909 | SMILES: COC1=CC(/C=C/C2=NNC(/C=C/C3=CC=C(OCC(=O)NC4=CC=C(C)C=C4)C(OC)=C3)=C2)=CC=C1OCC(=O)NC1=CC=C(C)C=C1 | Attribution: 0.587 | Prediction: 0.929 | MW: 658.8 | LogP: 7.42,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802C00>,SA,Gram+,scaffold,2.1972245773362196,Moderate
995,22461,C1=CC=C(COC2=CC(C3=CCC=CO3)=CC=C2)C=C1,8,8,0,0,0,0.6432,0.7367,100.0,8,8,100.0,0.398,0.737,HIGHEST ATTR (ACTIVE): CHEMBL89401 | SMILES: COC1=CC([C@H]2OC3=CC(C4=CC(=O)C5=C(O)C=C(O)C=C5O4)=CC=C3O[C@@H]2CO)=CC=C1O | Attribution: 0.737 | Prediction: 0.789 | MW: 464.4 | LogP: 3.46,LOWEST ATTR (ACTIVE): CHEMBL90776 | SMILES: COC1=CC([C@H]2OC3=CC(C4=CC(=O)C5=CC=C(OC(C)=O)C=C5O4)=CC=C3O[C@@H]2COC(C)=O)=CC=C1OC(C)=O | Attribution: 0.398 | Prediction: 0.896 | MW: 574.5 | LogP: 4.76,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802C70>,SA,Gram+,scaffold,2.1972245773362196,Moderate
996,33813,C(CC1=CC=CN1)C1CO1,8,8,0,0,0,0.6429,0.7305,100.0,8,8,100.0,0.452,0.731,HIGHEST ATTR (ACTIVE): CHEMBL4548986 | SMILES: CCN1C2=CC=CC=C2C2=CC(C)=C3C(=O)C4OC4C(=O)C3=C21 | Attribution: 0.731 | Prediction: 0.962 | MW: 305.3 | LogP: 3.27,LOWEST ATTR (ACTIVE): CHEMBL4454245 | SMILES: C#CCCCN1C2=CC=CC=C2C2=CC=C3C(=O)C4OC4C(=O)C3=C21 | Attribution: 0.452 | Prediction: 0.896 | MW: 329.4 | LogP: 3.35,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802CE0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
997,73375,C(C1=CC=CC=C1)N1CCN(/N=C/C2=CC=C(C3=CC=C(N4COCC4)C=C3)C=C2)CC1,8,8,0,0,0,0.6418,0.697,100.0,8,8,100.0,0.612,0.697,HIGHEST ATTR (ACTIVE): CHEMBL4293222 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C(/C=N/N4CCN(C(=O)C5=CC=C(C(F)(F)F)C=C5)CC4)C=C3)C(F)=C2)C(=O)O1 | Attribution: 0.697 | Prediction: 0.997 | MW: 611.6 | LogP: 4.76,LOWEST ATTR (ACTIVE): CHEMBL4280065 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C(/C=N/N4CCN(C(=O)C5=CC=C(Br)C=C5)CC4)C=C3)C(F)=C2)C(=O)O1 | Attribution: 0.612 | Prediction: 0.997 | MW: 622.5 | LogP: 4.51,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802D50>,SA,Gram+,scaffold,2.1972245773362196,Moderate
998,58815,C1O[C@@H](CN2C=CN=N2)[C@@H]2COC=CN12,9,8,1,0,0,0.6403,0.7431,88.89,9,9,100.0,0.458,0.743,HIGHEST ATTR (ACTIVE): CHEMBL2397062 | SMILES: N#CC1=CC=C(C2=CC=C3C(=C2)OC[C@H]2[C@H](CN4C=CN=N4)OC(=O)N32)C=N1 | Attribution: 0.743 | Prediction: 0.884 | MW: 374.4 | LogP: 2.00,LOWEST ATTR (INACTIVE): CHEMBL2397058 | SMILES: C/C(=N\OC(C)C)C1=CC=C(C2=CC=C3C(=C2)OC[C@H]2[C@H](CN4C=CN=N4)OC(=O)N32)C=N1 | Attribution: 0.458 | Prediction: 0.371 | MW: 448.5 | LogP: 3.28,INACTIVE w/ POS ATTR: CHEMBL2397058 | SMILES: C/C(=N\OC(C)C)C1=CC=C(C2=CC=C3C(=C2)OC[C@H]2[C@H](CN4C=CN=N4)OC(=O)N32)C=N1 | Attribution: 0.458 | Prediction: 0.371 | MW: 448.5,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802DC0>,SA,Gram+,scaffold,2.302585092994046,Moderate
999,677,C(\C=N/C1=CC=C(/N=C/C2=CC=CC=C2)C=C1)NCC1=CC=CC=C1,8,8,0,0,0,0.6401,0.7027,100.0,8,8,100.0,0.559,0.703,HIGHEST ATTR (ACTIVE): CHEMBL2237040 | SMILES: O=C1/C(=N\C2=CC=C(/N=C/C3=CC=CC=C3O)C=C2)C2=CC=CC=C2N1CC1=CC=CC=C1 | Attribution: 0.703 | Prediction: 0.977 | MW: 431.5 | LogP: 5.81,LOWEST ATTR (ACTIVE): CHEMBL2237037 | SMILES: O=C1/C(=N\C2=CC=C(/N=C/C3=CC=C([N+](=O)[O-])C=C3)C=C2)C2=CC=CC=C2N1CC1=CC=CC=C1 | Attribution: 0.559 | Prediction: 0.989 | MW: 460.5 | LogP: 6.01,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802E30>,SA,Gram+,scaffold,2.1972245773362196,Moderate
1000,37633,C1[C@H]2[C@H]([C@H]3[C@H](C4=CC=CC=C4)CON3[C@@H]2C[Se]C2=CC=CC=C2)N1C1=CC=CC=C1,8,8,0,0,0,0.6398,0.6518,100.0,8,8,100.0,0.625,0.652,HIGHEST ATTR (ACTIVE): CHEMBL1086135 | SMILES: COC1=CC=C(N2C(=O)[C@H]3[C@@H]2[C@H]2[C@H](C4=CC=C(C)C=C4)[C@]4(CCC5=CC=CC=C5C4=O)ON2[C@@H]3C[Se]C2=CC=CC=C2)C=C1 | Attribution: 0.652 | Prediction: 0.983 | MW: 649.6 | LogP: 5.13,LOWEST ATTR (ACTIVE): CHEMBL1086130 | SMILES: COC1=CC=C(N2C(=O)[C@H]3[C@@H]2[C@H]2[C@H](C4=CC=C(C)C=C4)[C@]4(COC5=CC=CC=C5C4=O)ON2[C@@H]3C[Se]C2=CC=CC=C2)C=C1 | Attribution: 0.625 | Prediction: 0.977 | MW: 651.6 | LogP: 4.58,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802EA0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
1001,34306,C1OCCN1C1=CC=C(C2=CC=C(C=C2)N2CCOCC2)C=C1,8,8,0,0,0,0.6392,0.6767,100.0,8,8,100.0,0.611,0.677,HIGHEST ATTR (ACTIVE): CHEMBL4226301 | SMILES: CCC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C4C(=C3)CC3(C(=O)NC(=O)NC3=O)C3COCCN43)C(F)=C2)C(=O)O1 | Attribution: 0.677 | Prediction: 0.978 | MW: 565.6 | LogP: 1.46,LOWEST ATTR (ACTIVE): CHEMBL4228837 | SMILES: CCOC(=O)NC[C@H]1CN(C2=CC=C(C3=CC=C4C(=C3)CC3(C(=O)NC(=O)NC3=O)C3COCCN43)C(F)=C2)C(=O)O1 | Attribution: 0.611 | Prediction: 0.949 | MW: 581.6 | LogP: 1.68,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802F10>,SA,Gram+,scaffold,2.1972245773362196,Moderate
1002,15855,C1/C(=C/C2=CC=CC=C2)CCCC2=CC(N3COCC3)=CC=C12,8,8,0,0,0,0.6363,0.7493,100.0,8,8,100.0,0.53,0.749,HIGHEST ATTR (ACTIVE): CHEMBL220356 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C3C(=O)/C(=C/C4=CC=C(OCCCN(C)C)C=C4)CCCC3=C2)C(=O)O1 | Attribution: 0.749 | Prediction: 0.982 | MW: 505.6 | LogP: 4.08,LOWEST ATTR (ACTIVE): CHEMBL387032 | SMILES: CC(=O)NC[C@H]1CN(C2=CC=C3C(=O)/C(=C/C4=CC=CC(C#N)=C4)CCCC3=C2)C(=O)O1 | Attribution: 0.530 | Prediction: 0.968 | MW: 429.5 | LogP: 3.62,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802F80>,SA,Gram+,scaffold,2.1972245773362196,Moderate
1003,76191,C1CNCCOCC2=CC=CC=C2CSC[C@@H](C2=NC=NO2)N1,8,8,0,0,0,0.6313,0.6685,100.0,8,8,100.0,0.597,0.668,HIGHEST ATTR (ACTIVE): CHEMBL1765448 | SMILES: COC1=CC(O)=C2CSC[C@@H](C3=NC(C)=NO3)NC(=O)CN(C(=O)C(C)(C)C)CCOC(=O)C2=C1Br | Attribution: 0.668 | Prediction: 0.981 | MW: 585.5 | LogP: 2.99,LOWEST ATTR (ACTIVE): CHEMBL1765447 | SMILES: COC1=CC(O)=C2CSC[C@@H](C3=NC(C)=NO3)NC(=O)CN(C(=O)C3CC3)CCOC(=O)C2=C1Br | Attribution: 0.597 | Prediction: 0.983 | MW: 569.4 | LogP: 2.35,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688802FF0>,SA,Gram+,scaffold,2.1972245773362196,Moderate
1004,37640,C(CCC[C@H]1[C@H](CN1C1=CC=CC=C1)CC[Se]C1=CC=CC=C1)C1=CC=CC=C1,8,8,0,0,0,0.6304,0.6557,100.0,8,8,100.0,0.601,0.656,HIGHEST ATTR (ACTIVE): CHEMBL1086136 | SMILES: COC1=CC=C([C@H]2[C@@H]3[C@H]4[C@H](C(=O)N4C4=CC=C(OC)C=C4)[C@@H](C[Se]C4=CC=CC=C4)N3O[C@@]23CCC2=CC=CC=C2C3=O)C=C1 | Attribution: 0.656 | Prediction: 0.991 | MW: 665.6 | LogP: 4.83,LOWEST ATTR (ACTIVE): CHEMBL1086129 | SMILES: COC1=CC=C(N2C(=O)[C@H]3[C@@H]2[C@H]2[C@H](C4=CC=CC=C4)[C@]4(COC5=CC=CC=C5C4=O)ON2[C@@H]3C[Se]C2=CC=CC=C2)C=C1 | Attribution: 0.601 | Prediction: 0.982 | MW: 637.6 | LogP: 4.27,,,<rdkit.Chem.rdchem.Mol object at 0x0000021688803060>,SA,Gram+,scaffold,2.1972245773362196,Moderate
