"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_max_attribution","avg_activity_rate_percent","pathogen_breakdown"
POSITIVE SCAFFOLDS,1,355,C1=CC2=C(N=C1)NC=CC2,S. aureus + E. coli (NOT C. albicans),2,622,609,13,0.6759,0.7616,97.60,"e_coli: 270 compounds (257 TP, 13 TN) | Avg Attr: 0.658 | Activity: 95.19% || s_aureus: 352 compounds (352 TP, 0 TN) | Avg Attr: 0.694 | Activity: 100.00%"
POSITIVE SCAFFOLDS,911,8056,C1=CC(SC2=NC=CC(N3CCCC3)=N2)=CN=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6509,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.630 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.672 | Activity: 100.00%"
POSITIVE SCAFFOLDS,912,14195,C(NC1=NC(NC2=CC=CC=C2)=NC(NC2=CC=CC=C2)=N1)N1CCC=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6445,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.643 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.646 | Activity: 100.00%"
POSITIVE SCAFFOLDS,913,9000,C1=CC=C2C(N3C=C4CCCCC4=N3)=CC=NC2=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6393,0.7616,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.591 | Activity: 100.00% || s_aureus: 22 compounds (22 TP, 0 TN) | Avg Attr: 0.688 | Activity: 100.00%"
POSITIVE SCAFFOLDS,914,5263,C1=CN=C2C(N3C=C4CCCCC4=N3)=CC=NC2=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6366,0.7616,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.562 | Activity: 100.00% || s_aureus: 21 compounds (21 TP, 0 TN) | Avg Attr: 0.711 | Activity: 100.00%"
POSITIVE SCAFFOLDS,915,5274,C1=CC=C(CN[C@@H]2CC[C@@H](CCC3=CC=NC4=CC=CN=C34)OC2)N=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6307,0.7403,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.569 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.692 | Activity: 100.00%"
POSITIVE SCAFFOLDS,916,14200,C(NC1=NC=NC=N1)N1N=C(C2=CC=CC=C2)CC1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6300,0.7606,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.721 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.539 | Activity: 100.00%"
POSITIVE SCAFFOLDS,917,11313,C1=CC=C(SN2CCN(C3=CC=C4CC=CNC4=C3)CC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6243,0.7616,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.500 | Activity: 100.00% || s_aureus: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.749 | Activity: 100.00%"
POSITIVE SCAFFOLDS,918,5974,C1=CC=C(C2=NN(C3=NC=CS3)C(C3=CC=CC=C3)C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6206,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.654 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.587 | Activity: 100.00%"
POSITIVE SCAFFOLDS,919,9319,C1=CCN(CCN[C@H]2CCCCC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6202,0.7141,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.554 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.687 | Activity: 100.00%"
POSITIVE SCAFFOLDS,920,14187,C(NC1=NC(NC2=CC=CC=C2)=NC(NC2=CC=CC=C2)=N1)N1N=CCC1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6188,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.583 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.654 | Activity: 100.00%"
POSITIVE SCAFFOLDS,921,39402,C(NC1=NC2=C(OCC3=CC=CC=C3)C=CC=C2S1)C1=CC=CN1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6185,0.7616,100.00,"e_coli: 23 compounds (23 TP, 0 TN) | Avg Attr: 0.670 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.567 | Activity: 100.00%"
POSITIVE SCAFFOLDS,922,14203,C(NN=CC1=CC=CC=C1)NC1=NC=NC(NC2=CC=CC=C2)=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6145,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.746 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.483 | Activity: 100.00%"
POSITIVE SCAFFOLDS,923,14202,C(NN=CC1=CC=CC=C1)NC1=NC(NC2=CC=CC=C2)=NC=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6145,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.746 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.483 | Activity: 100.00%"
POSITIVE SCAFFOLDS,924,4352,C1NCC2(CN1)CC1=CC(=CC=C1NC2)CN1C=NC=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.6008,0.7086,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.545 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.657 | Activity: 100.00%"
POSITIVE SCAFFOLDS,925,7578,C1C=CC2CC3=CC4=C(C=CC=C4)CC3CC2C1,S. aureus + E. coli (NOT C. albicans),2,39,27,12,0.5984,0.7616,71.03,"e_coli: 21 compounds (10 TP, 11 TN) | Avg Attr: 0.472 | Activity: 47.62% || s_aureus: 18 compounds (17 TP, 1 TN) | Avg Attr: 0.725 | Activity: 94.44%"
POSITIVE SCAFFOLDS,926,14853,C(C1=CC=CC=C1)=NN(C1=COC=N1)CNCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5903,0.7454,100.00,"e_coli: 20 compounds (20 TP, 0 TN) | Avg Attr: 0.687 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.493 | Activity: 100.00%"
POSITIVE SCAFFOLDS,927,36722,C(NC1=CC=CC=C1)NC1=CC=C2N=CN=CC2=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5822,0.6958,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.681 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.483 | Activity: 100.00%"
POSITIVE SCAFFOLDS,928,8052,C1=CC(SC2=NC(N3CCCC3)=C3C=CNC3=N2)=CN=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5776,0.7246,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.539 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.617 | Activity: 100.00%"
POSITIVE SCAFFOLDS,929,14185,C(NC1=NC(NC2=CC=CC=C2)=NC(NC2=CC=CC=C2)=N1)N1N=C(C2=CC=CC=C2)CC1C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5697,0.7470,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.536 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.604 | Activity: 100.00%"
POSITIVE SCAFFOLDS,930,4359,C(N1C=NC=N1)C1=CC=C2NCCCC2=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5631,0.6723,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.555 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.571 | Activity: 100.00%"
POSITIVE SCAFFOLDS,931,4355,C1NCC(CN1)CC1=CC(=CC=C1)CN1C=NC=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5446,0.6413,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.496 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.593 | Activity: 100.00%"
POSITIVE SCAFFOLDS,932,4357,C1=NN(C2=NOC3=C2C=C2CCCNC2=C3)C=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5368,0.6661,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.542 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.531 | Activity: 100.00%"
POSITIVE SCAFFOLDS,933,4351,C1NCC(CN1)CC1=CC2=C(C=C1)ON=C2N1C=NC=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5347,0.6178,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.497 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.572 | Activity: 100.00%"
POSITIVE SCAFFOLDS,934,14205,C(NCC1=CC=CC=C1)NC1=NC=NC(NC2=CC=CC=C2)=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5333,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.545 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.522 | Activity: 100.00%"
POSITIVE SCAFFOLDS,935,14204,C(NCC1=CC=CC=C1)NC1=NC(NC2=CC=CC=C2)=NC=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5333,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.545 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.522 | Activity: 100.00%"
POSITIVE SCAFFOLDS,936,14194,C(NCC1=CC=CC=C1)NC1=NC(NC2=CC=CC=C2)=NC(NC2=CC=CC=C2)=N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5190,0.6940,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.473 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.565 | Activity: 100.00%"
POSITIVE SCAFFOLDS,937,2409,C1C[C@H]2SCC(CC3=CC=CC=C3)=CN12,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.5064,0.7616,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.282 | Activity: 100.00% || s_aureus: 20 compounds (20 TP, 0 TN) | Avg Attr: 0.731 | Activity: 100.00%"
POSITIVE SCAFFOLDS,938,2407,C1CCN1C=CCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.4746,0.7538,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.225 | Activity: 100.00% || s_aureus: 20 compounds (20 TP, 0 TN) | Avg Attr: 0.724 | Activity: 100.00%"
POSITIVE SCAFFOLDS,939,2405,C1=C(CC2=CC=CC=C2)CSCN1,S. aureus + E. coli (NOT C. albicans),2,28,27,1,0.4709,0.7400,93.75,"e_coli: 8 compounds (7 TP, 1 TN) | Avg Attr: 0.242 | Activity: 87.50% || s_aureus: 20 compounds (20 TP, 0 TN) | Avg Attr: 0.700 | Activity: 100.00%"
POSITIVE SCAFFOLDS,940,35820,C1=CC=C(N2CCCCC2)N=C1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.4480,0.7325,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.364 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.532 | Activity: 100.00%"
POSITIVE SCAFFOLDS,941,32410,C1COC2=CC=C(CNC3CCNCC3)N=C2N1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.4000,0.7616,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.414 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.386 | Activity: 100.00%"
POSITIVE SCAFFOLDS,942,9849,C1CC2(CCNC2)CN1,S. aureus + E. coli (NOT C. albicans),2,27,27,0,0.2970,0.5443,100.00,"e_coli: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.261 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.333 | Activity: 100.00%"
POSITIVE SCAFFOLDS,943,15173,C1=CC(=CC(N2CCCC2)=C1)NC1=CCNS1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7486,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.758 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.740 | Activity: 100.00%"
POSITIVE SCAFFOLDS,944,13111,C1CCN1C=CS[C@@H]1CN[C@@H](C2=CC=CC=C2)C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7434,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.757 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.730 | Activity: 100.00%"
POSITIVE SCAFFOLDS,945,15175,C1=CC(=CC(N2CCCC2)=C1)N(C1CC1)C1=CCNS1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7418,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.736 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.747 | Activity: 100.00%"
POSITIVE SCAFFOLDS,946,15174,C1=C(N2CCCC2)C=C2NC3=C(CNS3)CC2=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7223,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.704 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.740 | Activity: 100.00%"
POSITIVE SCAFFOLDS,947,8163,C1=CN(C2CC2)C2=C(C1)C=CC1=NNCN12,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7220,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.716 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.728 | Activity: 100.00%"
POSITIVE SCAFFOLDS,948,19742,C1C=CCN1C1=CC=C(/N=C/C2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7201,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.732 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.708 | Activity: 100.00%"
POSITIVE SCAFFOLDS,949,4353,C1=NN(C2=NOC3=C2C=CC(=C3)N2CCOCC2)C=N1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7180,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.760 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.676 | Activity: 100.00%"
POSITIVE SCAFFOLDS,950,15176,C1=C(N2CCCC2)C=C2C(=C1)CC1=C(SNC1)N2C1CC1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7162,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.683 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.749 | Activity: 100.00%"
POSITIVE SCAFFOLDS,951,1439,C1=CC2=CC=CN=C2N=C1,S. aureus + E. coli (NOT C. albicans),2,27,26,1,0.7136,0.7616,96.43,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.720 | Activity: 100.00% || s_aureus: 14 compounds (13 TP, 1 TN) | Avg Attr: 0.708 | Activity: 92.86%"
POSITIVE SCAFFOLDS,952,56738,C1=C(N2CCNCC2)C=C2C(=C1)CC=C1SCN12,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7135,0.7616,100.00,"e_coli: 12 compounds (12 TP, 0 TN) | Avg Attr: 0.713 | Activity: 100.00% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.714 | Activity: 100.00%"
POSITIVE SCAFFOLDS,953,8160,C1C=CN(C2CC2)C(=C1)N1C=NNC1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7132,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.709 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.717 | Activity: 100.00%"
POSITIVE SCAFFOLDS,954,13109,C1CCN1C=CSCCCC1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7114,0.7416,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.699 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.724 | Activity: 100.00%"
POSITIVE SCAFFOLDS,955,27887,C1[C@@H](NC2=NC3=CC=CC=C3N2)C2SCC=CN12,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7074,0.7616,100.00,"e_coli: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.716 | Activity: 100.00% || s_aureus: 10 compounds (10 TP, 0 TN) | Avg Attr: 0.699 | Activity: 100.00%"
POSITIVE SCAFFOLDS,956,20246,C1=CNC2=C(C1)C=CC(NCCNC1=NN=CS1)=C2,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7065,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.737 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.675 | Activity: 100.00%"
POSITIVE SCAFFOLDS,957,585,C1=CNC2=CC(C3=CC=NC=C3)=CC=C2C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7062,0.7499,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.706 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.706 | Activity: 100.00%"
POSITIVE SCAFFOLDS,958,19743,C(NC1=CC=C(/N=C/C2=CC=CC=C2)C=C1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7040,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.698 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.710 | Activity: 100.00%"
POSITIVE SCAFFOLDS,959,20243,C1=CNC2=C(C1)C=CC(N1CCN(C3=NN=CS3)CC1)=C2,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.7038,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.735 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.672 | Activity: 100.00%"
POSITIVE SCAFFOLDS,960,6922,C1C(=CC2CC=CCC2)CCC2=CC3=CC=CC=C3C=C12,S. aureus + E. coli (NOT C. albicans),2,28,26,2,0.6976,0.7614,92.86,"e_coli: 14 compounds (12 TP, 2 TN) | Avg Attr: 0.674 | Activity: 85.71% || s_aureus: 14 compounds (14 TP, 0 TN) | Avg Attr: 0.721 | Activity: 100.00%"
POSITIVE SCAFFOLDS,961,19745,C1NC2=CC=CC=C2/C1=N/C1=CC=C(N2CC=CC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6961,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.732 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.660 | Activity: 100.00%"
POSITIVE SCAFFOLDS,962,19740,C1NC=C/C1=N/C1=CC=C(N2CC=CC2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6937,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.755 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.632 | Activity: 100.00%"
POSITIVE SCAFFOLDS,963,17403,C1=CC=C(CNC2CCC(CCC3=C4NCC=CC4=NC=C3)OC2)N=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6891,0.7616,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.709 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.669 | Activity: 100.00%"
POSITIVE SCAFFOLDS,964,23783,C1=CCN(CCNCCCNCC2=CC3=C(C=N2)OCCO3)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6879,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.674 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.702 | Activity: 100.00%"
POSITIVE SCAFFOLDS,965,19747,C1C2=CC=CC=C2CN1C1=CC=C(/N=C/C2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6877,0.7596,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.678 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.697 | Activity: 100.00%"
POSITIVE SCAFFOLDS,966,20241,C1=CN(C2CC2)C2=C(C1)C=CC(NCCNC1=NN=CS1)=C2,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6877,0.7521,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.691 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.684 | Activity: 100.00%"
POSITIVE SCAFFOLDS,967,17402,C1=CC=C(CNC2CCC(CCC3=C4NCC=CC4=NC=C3)CC2)N=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6865,0.7616,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.705 | Activity: 100.00% || s_aureus: 15 compounds (15 TP, 0 TN) | Avg Attr: 0.668 | Activity: 100.00%"
POSITIVE SCAFFOLDS,968,20239,C1=CN(C2CC2)C2=C(C1)C=CC(N1CCN(C3=NN=CS3)CC1)=C2,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6832,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.688 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.679 | Activity: 100.00%"
POSITIVE SCAFFOLDS,969,39399,C1=CC=C(COC2=C3N=CSC3=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6789,0.7616,100.00,"e_coli: 22 compounds (22 TP, 0 TN) | Avg Attr: 0.744 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.614 | Activity: 100.00%"
POSITIVE SCAFFOLDS,970,9306,C1=CCN(CCN[C@H]2CC[C@@H](CC2)NC2=CC=CC=N2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6771,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.680 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.674 | Activity: 100.00%"
POSITIVE SCAFFOLDS,971,18058,C1CC[C@@H](O[C@H]2CCCCO2)[C@H](O[C@@H]2CCCCO2)C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6674,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.576 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.759 | Activity: 100.00%"
POSITIVE SCAFFOLDS,972,19746,C1NC2=CC=CC=C2/C1=N/C1=CC=C(NCC2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6665,0.7613,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.693 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.640 | Activity: 100.00%"
POSITIVE SCAFFOLDS,973,19741,C1NC=C/C1=N/C1=CC=C(NCC2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6651,0.7616,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.713 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.617 | Activity: 100.00%"
POSITIVE SCAFFOLDS,974,12244,C1=CC(CCC1)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6621,0.7516,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.685 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.639 | Activity: 100.00%"
POSITIVE SCAFFOLDS,975,7941,C1=CC=C(CN2C=CCC3=CC=C(N4CCNCC4)C=C32)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6611,0.7616,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.687 | Activity: 100.00% || s_aureus: 20 compounds (20 TP, 0 TN) | Avg Attr: 0.635 | Activity: 100.00%"
POSITIVE SCAFFOLDS,976,19748,C1NC2=CC=CC=C2/C1=N/C1=CC=C(N2CC3=CC=CC=C3C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6505,0.7430,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.672 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.629 | Activity: 100.00%"
POSITIVE SCAFFOLDS,977,19744,C1NC=C/C1=N/C1=CC=C(N2CC3=CC=CC=C3C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,26,26,0,0.6472,0.7416,100.00,"e_coli: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.696 | Activity: 100.00% || s_aureus: 13 compounds (13 TP, 0 TN) | Avg Attr: 0.598 | Activity: 100.00%"
POSITIVE SCAFFOLDS,978,16002,C1=CNC2=CC(NCCCNC3CC3)=CC=C2C1,S. aureus + E. coli (NOT C. albicans),2,27,26,1,0.6261,0.7608,95.46,"e_coli: 11 compounds (10 TP, 1 TN) | Avg Attr: 0.643 | Activity: 90.91% || s_aureus: 16 compounds (16 TP, 0 TN) | Avg Attr: 0.609 | Activity: 100.00%"
