"query_type","rank","fragment_id","fragment_smiles","pathogen_combination","pathogen_count","total_compounds_both_pathogens","total_tp_count","total_tn_count","overall_avg_attribution","overall_max_attribution","avg_activity_rate_percent","pathogen_breakdown"
POSITIVE SUBSTITUENTS,1,2250,N-C-CF,S. aureus + E. coli (NOT C. albicans),2,469,469,0,0.3570,0.3808,100.00,"e_coli: 182 compounds (182 TP, 0 TN) | Avg Attr: 0.350 | Activity: 100.00% || s_aureus: 287 compounds (287 TP, 0 TN) | Avg Attr: 0.364 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,277,281,C[C@H]1C[C@H]2[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C1C=O,S. aureus + E. coli (NOT C. albicans),2,15,15,0,0.1151,0.1284,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.114 | Activity: 100.00% || s_aureus: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.116 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,278,9242,O=C(O)C1=CN(C2=CC=C(F)C=C2F)C2=C(C=C(F)C=C2)C1=O,S. aureus + E. coli (NOT C. albicans),2,15,15,0,0.1132,0.1376,100.00,"e_coli: 11 compounds (11 TP, 0 TN) | Avg Attr: 0.119 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.108 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,279,31263,C-CCCNC(=N)N,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3730,0.3750,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.373 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.373 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,280,4366,CC-C(F)-C(N1CC[C@H](N)C1)-N,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3633,0.3808,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.381 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.346 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,281,28369,CC[C@@H](OC(=O)[C@H](C)C(=O)CC)[C@@](C)(O)[C@H](O)CC,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3530,0.3705,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.368 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.338 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,282,32406,C-C(F)-C(N1CC(C)(N)C1)-C,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3471,0.3688,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.363 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.331 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,283,21361,CS(=O)(=O)CC(=O)NCC=O,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3374,0.3585,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.328 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.347 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,284,19489,C-C(F)-C(N1CCN(C)CC1)-COC,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3308,0.3808,100.00,"e_coli: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.369 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.293 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,285,30256,C-C(F)-C(N1CC(C)(N)C1)-CF,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3246,0.3688,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.361 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.288 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,286,24596,NOCCCl,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3224,0.3808,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.363 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.281 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,287,50496,N/N=C/C1=CC(Cl)=CC(Cl)=C1Cl,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3135,0.3808,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.373 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.254 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,288,5190,O=C1NCNN1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3128,0.3795,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.373 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.253 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,289,12181,COC1=CC=C(C(-O)-C-C=O)C=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3021,0.3808,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.326 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.278 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,290,22760,C=C/C1=CC2=CC=CC=C2N1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.3007,0.3357,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.305 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.297 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,291,5443,C-C(F)-C(N1C[C@@H](N)[C@@H]1C)-C,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2935,0.3557,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.346 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.242 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,292,10134,C-C-CCl,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2533,0.3702,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.236 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.270 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,293,21359,CS(=O)(=O)CC(N)=O,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2519,0.3808,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.160 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.344 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,294,13626,C-C-C-COCC1=NN=C(S)O1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2514,0.3375,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.225 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.278 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,295,31596,COCCN1C(S)=NN=C1C-C-N,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2243,0.2952,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.187 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.262 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,296,27446,NCC(C-C-N)NO,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2230,0.3053,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.163 | Activity: 100.00% || s_aureus: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.283 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,297,23296,OC1CCNC1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2229,0.3775,100.00,"e_coli: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.235 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.211 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,298,19312,C=C/C(=O)N(C)CC1=CC2=CC=CC=C2N1C,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2180,0.2853,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.221 | Activity: 100.00% || s_aureus: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.215 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,299,47639,NCCC(N)=O,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2141,0.3090,100.00,"e_coli: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.186 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.243 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,300,31517,C-C(C(C)(C)C)-C-CC(C)(C)C,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2100,0.3560,100.00,"e_coli: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.282 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.138 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,301,16701,C-C(C(=O)O)-C(=O)-C-C(N)-CF,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2074,0.3097,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.213 | Activity: 100.00% || s_aureus: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.202 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,302,19160,CC[C@H](Cl)C,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.2041,0.3310,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.250 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.158 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,303,8526,CNC1=NC(NCC(C)C)=NC=C1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.1923,0.3337,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.136 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.249 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,304,32052,COC(CSC1=NN=NN1CCO)=CC(=O)O,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.1881,0.2761,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.164 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.212 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,305,32548,CO/N=C1/CCNCC1(C)CN,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.1827,0.2811,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.112 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.253 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,306,41258,CN1CC2=CSC3=C(C(=O)O)C(=O)C4=CC(F)=CC1=C4N23,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.1762,0.3316,100.00,"e_coli: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.195 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.158 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,307,2184,CC(C)(N)[C@@H]1CCNC1,S. aureus + E. coli (NOT C. albicans),2,14,14,0,0.1539,0.2515,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.134 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.173 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,308,53154,NCCNCCNCCN,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.3767,0.3808,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.377 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.377 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,309,28841,C=C(C(=O)O)C=N,S. aureus + E. coli (NOT C. albicans),2,14,13,1,0.3546,0.3792,92.86,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.359 | Activity: 100.00% || s_aureus: 7 compounds (6 TP, 1 TN) | Avg Attr: 0.350 | Activity: 85.71%"
POSITIVE SUBSTITUENTS,310,9422,C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,S. aureus + E. coli (NOT C. albicans),2,14,13,1,0.3377,0.3808,91.67,"e_coli: 6 compounds (5 TP, 1 TN) | Avg Attr: 0.311 | Activity: 83.33% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.365 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,311,13235,C-C(F)-C(C1=CC=NC=C1)-C,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.3274,0.3740,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.362 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.293 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,312,4371,C=C\F,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.3218,0.3767,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.368 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.276 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,313,18804,NC1=CC=CC([N+](=O)[O-])=C1,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.3203,0.3576,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.345 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.295 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,314,16587,N-C(S(N)(=O)=O)-S,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.3155,0.3666,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.358 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.273 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,315,29861,C-C(F)-C(N1C[C@@H](N)[C@@H]1C)-CF,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.2869,0.3653,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.359 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.215 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,316,6864,N-C-N(CC(=O)C[C@@H]1CCCCN1)-C=O,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.2835,0.3151,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.284 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.283 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,317,9900,CN1C2=CC=CC=C2SC2=CC=CC=C21,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.2699,0.3604,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.328 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.211 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,318,24591,C[C@H](NC(=O)/C(=N/OCCCl)C1=CSC(N)=N1)C=O,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.2383,0.3597,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.133 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.344 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,319,23756,C/C(=N\NC(=N)N)C1=C(C)NN=C1,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.2294,0.3808,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.146 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.313 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,320,39844,C[C@@H](N)[C@@H]1CCNC1,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.1897,0.3634,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.198 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.181 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,321,28371,CCOC(=O)/C(=C/N)C1=CC=C(OCC2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.1872,0.2482,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.203 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.172 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,322,59288,CC[C@@H](NCCCNCCCCN)C,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.1825,0.3079,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.225 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.140 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,323,23498,C[C@@H](O)[C@@H]1CN(CC(=O)O)C1=O,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.1558,0.2243,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.146 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.165 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,324,35713,CC(C)=CCOC1=CC=C(/C=C/C=O)C=C1,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.1532,0.2112,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.151 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.155 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,325,25090,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C[C@H](C)[C@H]12,S. aureus + E. coli (NOT C. albicans),2,13,13,0,0.1210,0.1305,100.00,"e_coli: 9 compounds (9 TP, 0 TN) | Avg Attr: 0.119 | Activity: 100.00% || s_aureus: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.123 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,326,40991,COC1=CC=C(Cl)C=C1C(=O)C1=CC=CC=C1,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3720,0.3808,100.00,"e_coli: 4 compounds (4 TP, 0 TN) | Avg Attr: 0.376 | Activity: 100.00% || s_aureus: 8 compounds (8 TP, 0 TN) | Avg Attr: 0.368 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,327,28056,NCCCN(C=O)C(=O)N(CCCN)C=O,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3705,0.3808,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.372 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.369 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,328,4565,CCNS(=O)=O,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3576,0.3808,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.338 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.377 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,329,46186,C-C(F)-C(N1CCN2CCC1CC2)-C,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3569,0.3808,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.378 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.336 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,330,8918,C-C(F)-C(N1CCC(CN)C1)-C,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3501,0.3771,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.374 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.327 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,331,42125,C=CCCCN(C)C,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3494,0.3808,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.318 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.380 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,332,29150,NC1=CC=C(F)C=C1F,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3408,0.3808,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.374 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.308 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,333,21329,CO/N=C/C1=CC=C2C(=C1)SC1=CC=CC=C1N2C,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3404,0.3808,100.00,"e_coli: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.343 | Activity: 100.00% || s_aureus: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.338 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,334,118893,C-C(F)-C(N1CCNCC1)-CF,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3388,0.3700,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.364 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.313 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,335,60088,CCOC(=O)C=C(C)N=CS,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3359,0.3714,100.00,"e_coli: 7 compounds (7 TP, 0 TN) | Avg Attr: 0.349 | Activity: 100.00% || s_aureus: 5 compounds (5 TP, 0 TN) | Avg Attr: 0.323 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,336,61436,C=C/F,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3359,0.3767,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.368 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.304 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,337,75813,C-C(F)-C(N1CC[C@H](N)C1)-N,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3337,0.3781,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.371 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.296 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,338,22723,COC1=CC2=C(C=CC(=O)O2)C(C)=C1,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3335,0.3743,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.304 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.363 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,339,16261,NC1=CC(=O)NC(=S)N1,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3312,0.3733,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.298 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.365 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,340,56793,C-C(F)-C(N1CC(C)(N)C1)-N,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3306,0.3552,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.353 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.308 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,341,32589,C-C(F)-C(N1CCNC(C)C1)-C,S. aureus + E. coli (NOT C. albicans),2,13,12,1,0.3281,0.3808,92.86,"e_coli: 7 compounds (6 TP, 1 TN) | Avg Attr: 0.354 | Activity: 85.71% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.303 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,342,58390,C-C(F)-C(N1CCC(CNC)C1)-C,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3243,0.3423,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.336 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.313 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,343,32475,C-C(F)-C(N1CCCCC1)-C,S. aureus + E. coli (NOT C. albicans),2,13,12,1,0.3219,0.3808,92.86,"e_coli: 7 compounds (6 TP, 1 TN) | Avg Attr: 0.345 | Activity: 85.71% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.299 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,344,15274,N#CC=C(N)NC1=CC=CN=C1,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3164,0.3496,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.344 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.289 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,345,41877,FC1=CC=C(C-NC2=CC=CC=C2)C=C1,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.3104,0.3464,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.305 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.315 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,346,59638,C-C(F)-C(C1=CC(C)=NC(C)=C1)-C,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.2969,0.3729,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.363 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.231 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,347,24496,C-C(F)-C(N1C[C@@H](N)[C@@H]1C)-N,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.2924,0.3529,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.348 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.237 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,348,43531,C-C(F)-C(N1C[C@H]2CC[C@@H](C1)N2C)-C,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.2916,0.3279,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.280 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.303 | Activity: 100.00%"
POSITIVE SUBSTITUENTS,349,59055,S=C1NN=C(CC2=CC=CC=C2NC2=C(Cl)C=CC=C2Cl)N1,S. aureus + E. coli (NOT C. albicans),2,12,12,0,0.2889,0.3261,100.00,"e_coli: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.295 | Activity: 100.00% || s_aureus: 6 compounds (6 TP, 0 TN) | Avg Attr: 0.283 | Activity: 100.00%"
